anexo_cat68;segmento;ato_base;item_norma;cest;ncm;descricao;condicao;metodo_base_calculo;iva_st_percentual;iva_st_ajustado_aplicavel;vigencia_inicio;vigencia_fim;status_em_2026_09_21;fonte_oficial;observacao
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;25;17.035.00;"2103.90.21;2103.90.91";Condimentos/temperos/molhos <=1kg;;IVA_ST;68.98;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;26;17.036.00;2103.10.10;Molho de soja <=650g;;IVA_ST;83.64;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;27;17.037.00;2103.30.10;Farinha de mostarda <=1kg;;IVA_ST;75.75;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;28;17.038.00;2103.30.21;Mostarda preparada <=650g;;IVA_ST;76.24;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;29;17.039.00;2103.90.11;Maionese <=650g;;IVA_ST;44.16;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;30;17.040.00;2002;Tomates preparados/conservados <=1kg;;IVA_ST;53.2;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;31;17.041.00;2103.20.10;Molhos de tomate <=1kg;;IVA_ST;74.32;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;32;17.047.00;1902.30.00;Massas instantâneas, exceto CEST 17.047.01;;IVA_ST;84.25;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;32.1;17.047.01;1902.30.00;Massas instantâneas derivadas de farinha de trigo;;IVA_ST;74.21;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;33;17.048.00;1902;Massas cozidas/recheadas/preparadas;;IVA_ST;49.14;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;34;17.048.01;1902.40.00;Cuscuz;;IVA_ST;55.43;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;35;17.048.02;1902.20.00;Massas alimentícias recheadas;;IVA_ST;59.85;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;36;17.050.00;1905.20;Pães industrializados, exceto panetones e bolo de forma;;IVA_ST;62.64;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;37;17.051.00;1905.20.90;Bolo de forma;;IVA_ST;68.62;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;38;17.053.00;1905.31.00;Biscoitos/bolachas de trigo, com exclusões da norma;;IVA_ST;59.67;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;39;17.054.00;1905.31.00;Biscoitos/bolachas não de trigo, com exclusões da norma;;IVA_ST;102.44;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;40;17.056.00;1905.90.20;Cream cracker/água e sal de trigo;;IVA_ST;66.18;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;41;17.056.01;1905.90.20;Cream cracker/água e sal não de trigo;;IVA_ST;102.44;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;42;17.056.02;1905.90.20;Outras bolachas;;IVA_ST;60.77;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;43;17.057.00;1905.32.00;Waffles/wafers sem cobertura;;IVA_ST;52.09;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;44;17.058.00;1905.32.00;Waffles/wafers com cobertura;;IVA_ST;64.17;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;45;17.059.00;1905.40.00;Torradas e semelhantes;;IVA_ST;62.65;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;46;17.060.00;1905.90.10;Outros pães de forma;;IVA_ST;42.04;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;47;17.062.00;1905.90.90;Outros pães;;IVA_ST;43.02;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;48;17.062.01;1905.90.90;Outros bolos industrializados/panificação/pizzas;;IVA_ST;63.29;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;49;17.063.00;1905.10.00;Knackebrot;;IVA_ST;114.24;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;50;17.076.00;1601.00.00;Enchidos/embutidos, exceto salsicha, linguiça e mortadela;;IVA_ST;57.62;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;51;17.077.00;1601.00.00;Salsicha e linguiça;;IVA_ST;56.17;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;52;17.077.01;1601.00.00;Salsicha em lata;;IVA_ST;60.52;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;53;17.078.00;1601.00.00;Mortadela;;IVA_ST;47.61;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;54;17.079.00;1602;Outras preparações/conservas de carne;;IVA_ST;64.62;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;55;17.079.01;1602.31.00;Preparações de peru;;IVA_ST;64.0;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;56;17.079.02;1602.32.10;Preparações de frango >=57%, não cozidas;;IVA_ST;65.17;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;57;17.079.03;1602.32.20;Preparações de frango >=57%, cozidas;;IVA_ST;52.3;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;58;17.079.04;1602.41.00;Preparações suínas - pernas/pedaços;;IVA_ST;61.45;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;59;17.079.05;1602.49.00;Outras preparações suínas;;IVA_ST;60.43;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;60;17.079.06;1602.50.00;Preparações bovinas;;IVA_ST;53.99;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;61;17.079.07;1602.49.00;Apresuntado;;IVA_ST;55.01;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;62;17.080.00;1604;Preparações/conservas de peixes;;IVA_ST;60.23;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;63;17.080.01;1604.20.10;Preparações/conservas de atuns;;IVA_ST;62.99;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;64;17.081.00;1604;Sardinha em conserva;;IVA_ST;40.63;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVI;PRODUTOS_INDUSTRIA_ALIMENTICIA;Portaria SRE 12/2026;65;17.082.00;1605;Crustáceos/moluscos/invertebrados aquáticos preparados;;IVA_ST;71.5;True;2026-05-01;2029-01-31;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-12-de-2026.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;1;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;49.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;2;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;70.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;3;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;70.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;4;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;139.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;5;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;90.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;6;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;72.0;True;2026-04-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;7;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;66.0;True;2026-04-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;8;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;72.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;9;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;80.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;10;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;11;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;12;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;101.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;13;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;91.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;14;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;15;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;56.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;16;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;53.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;17;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;100.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;18;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;120.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;19;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;20;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;94.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;21;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;52.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;23;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;24;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;81.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;25;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;63.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;26;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;27;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;59.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;28;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;59.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;29;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;161.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;30;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;77.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;31;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;72.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;32;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;65.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;33;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;46.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;34;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;40.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;35;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;55.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;36;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;70.0;True;2026-04-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
